rel,rel_ma4,rel_chg4,eff_per_video_s,log_lag,gini_s,n_channels_s,n_new_videos_s,growth_s,accel_s,eff_per_video_s_d4,log_lag_d4,n_channels_s_d4,n_new_videos_s_d4,gini_s_d4,bass_r2,log_qp,label,product
3.0,2.357142857142857,0.5,4.3172753172753175,9.366198022670796,0.5278935331260912,21.0,0.6666666666666666,1.4482758620689655,1.796590468810539,0.7438544617612481,0.0106414390608091,-0.0735294117647059,0.0,0.1580436214797855,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,2.607142857142857,0.5,7.750864078450285,9.382982486840536,0.6708717856019205,24.666666666666668,0.6666666666666666,3.648854961832061,3.699579599513221,2.6663838379391387,0.0097546772524288,0.2333333333333334,1.0,0.6659631920676155,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,2.857142857142857,0.5,9.635065898135975,9.395656960785653,0.7857296794187586,26.33333333333333,1.0,1.799295774647887,0.3510199125789213,3.6389383441987375,0.0058788488415904,0.4905660377358489,2.0,1.0909589072497856,0.8788190409359685,5.891051431205939,0,달고나커피
3.0,3.0,0.2352941176470588,8.535739298809377,9.40758021530515,0.7136136899114648,25.0,0.6666666666666666,0.1527093596059112,-3.49614560222615,3.1123240298905346,0.0054683445304195,0.25,1.0,0.8560019889589634,0.8788190409359685,5.891051431205939,0,달고나커피
4.0,3.25,0.3333333333333332,5.055854241338113,9.42122776320326,0.5802909068585468,21.666666666666668,0.3333333333333333,-0.5232704402515723,-2.3225662148994592,0.1710752430143651,0.005875355229439,0.0317460317460318,-0.5,0.099257464705369,0.8788190409359685,5.891051431205939,0,달고나커피
4.0,3.5,0.3333333333333332,3.3870370370370373,9.4402316799612,0.4760455486542443,16.666666666666668,0.0,-0.745014245014245,-0.8977236046201562,-0.5630116845354042,0.0061013854817435,-0.3243243243243243,-1.0,-0.2904075579402612,0.8788190409359685,5.891051431205939,1,달고나커피
4.0,3.75,0.3333333333333332,2.291176470588236,9.45255732325441,0.4136836239872293,16.666666666666668,0.0,-0.6886543535620053,-0.165383913310433,-0.762204379833926,0.0060560280889607,-0.3670886075949366,-1.0,-0.473503884576117,0.8788190409359685,5.891051431205939,1,달고나커피
4.0,4.0,0.3333333333333332,2.141176470588236,9.466234967583729,0.3740539943575996,16.666666666666668,0.0,-0.3910614525139664,0.3539527925002785,-0.7491516088258574,0.0062348394524611,-0.3333333333333332,-1.0,-0.4758312520545857,0.8788190409359685,5.891051431205939,1,달고나커피
3.428571428571428,3.8571428571428568,-0.142857142857143,1.9048128342245996,9.48113012827331,0.3581767958717055,15.333333333333334,0.0,-0.2372881355932203,0.4513662179687849,-0.6232460938746407,0.006358233403932,-0.2923076923076922,-1.0,-0.382763383609222,0.8788190409359685,5.891051431205939,1,달고나커피
3.0,3.6071428571428568,-0.25,1.8121212121212125,9.496389243425408,0.3139872725550475,17.0,0.3333333333333333,-0.146788990825688,0.2442724616882783,-0.4649833490730155,0.0059487484383897,0.02,0.0,-0.3404259877176186,0.8788190409359685,5.891051431205939,1,달고나커피
3.0,3.3571428571428568,-0.25,2.357048748353097,9.510190161733876,0.3727879003705349,18.0,0.6666666666666666,0.5111111111111113,0.7483992467043317,0.0287504164827379,0.0060970631024561,0.0799999999999998,0.0,-0.0988574873293917,0.8788190409359685,5.891051431205939,1,달고나커피
3.0,3.1071428571428568,-0.25,2.6449275362318847,9.51808749984134,0.390615000806331,21.33333333333333,1.0,0.913978494623656,1.060767485449344,0.2352683548335723,0.0054776299590253,0.2799999999999998,0.0,0.0442743740169737,0.8788190409359685,5.891051431205939,1,달고나커피
2.7142857142857144,2.928571428571429,-0.2083333333333331,2.974220465524814,9.5258454469466,0.4470774581975809,19.33333333333333,0.6666666666666666,0.3382352941176469,-0.1728758169934643,0.5614239950958453,0.0047162435351399,0.2608695652173911,0.0,0.2482032989030325,0.8788190409359685,5.891051431205939,1,달고나커피
2.0,2.678571428571429,-0.3333333333333333,2.5126262626262634,9.529878615808252,0.3967230815112714,18.666666666666668,0.6666666666666666,-0.1910112359550562,-1.1049897305787122,0.3865663322185062,0.0035265374580166,0.0980392156862746,1.0,0.2635005179763103,0.8788190409359685,5.891051431205939,0,달고나커피
